Circonscription,province,parti,Date de début,Date de fin,nom,genre,legislature,urlPhoto
Kenora,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Eric Melillo,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MelilloEric_CPC.jpg
Eglinton—Lawrence,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Marco Mendicino,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MendicinoMarco_Lib.jpg
Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Marc Miller,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GarneauMarc_Lib.jpg
Fundy Royal,Provinces maritimes,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Rob Moore,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MorrisonRob_CPC.jpg
Charleswood—St. James—Assiniboia—Headingley,Manitoba,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Marty Morantz,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ShieldsMartin_CPC.jpg
Toronto-Centre,Ontario,PLC,2019-10-21 00:00:00,2020-08-21 11:30:05,Bill Morneau,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/MorneauBill_Lib.jpg
Kootenay—Columbia,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Rob Morrison,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/NicholsonRob_CPC.jpg
Egmont,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Robert Morrissey,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KitchenRobert_CPC.jpg
Medicine Hat—Cardston—Warner,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Glen Motz,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MotzGlen_CPC.jpg
Perth—Wellington,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,John Nater,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/NaterJohn_CPC.jpg
Don Valley-Ouest,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Robert Oliphant,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/SopuckRobert_CPC.jpg
St. John's-Sud—Mount Pearl,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Seamus O'Regan,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CaseySean_Lib.jpg
Durham,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Erin O'Toole,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/OTooleErin_CPC.jpg
Cypress Hills—Grasslands,Saskatchewan,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Jeremy Patzer,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PatzerJeremy_CPC.jpg
Charlesbourg—Haute-Saint-Charles,Québec,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Pierre Paul-Hus,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/NantelPierre_NDP.jpg
Berthier—Maskinongé,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Yves Perron,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PerronYves_BQ.jpg
Bécancour—Nicolet—Saurel,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Louis Plamondon,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PlamondonLouis_BQ.jpg
Carleton,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Pierre Poilievre,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PaulHusPierre_CPC.jpg
Thunder Bay—Rainy River,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Marcus Powlowski,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PowlowskiMarcus_Lib.jpg
Richmond—Arthabaska,Québec,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Alain Rayes,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RayesAlain_CPC.jpg
Saskatoon-Ouest,Saskatchewan,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Brad Redekopp,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RedekoppBrad_CPC.jpg
Halifax-Ouest,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Geoff Regan,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ReganGeoff_Lib.jpg
Lanark—Frontenac—Kingston,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Scott Reid,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SimmsScott_Lib.jpg
Banff—Airdrie,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Blake Richards,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RichardsBlake_CPC.jpg
Marc-Aurèle-Fortin,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Yves Robillard,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RobillardYves_Lib.jpg
Honoré-Mercier,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Pablo Rodriguez,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AlghabraOmar_Lib.jpg
Bonavista—Burin—Trinity,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Churence Rogers,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RogersChurence_Lib.jpg
Nipissing—Timiskaming,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Anthony Rota,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RotaAnthony_Lib.jpg
Bruce—Grey—Owen Sound,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Alex Ruff,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RuffAlex_CPC.jpg
Kitchener-Centre,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Raj Saini,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SainiRaj_Lib.jpg
Vancouver-Sud,Colombie-Britannique,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Harjit S. Sajjan,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SajjanHarjit_Lib.jpg
Sackville—Preston—Chezzetcook,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Darrell Samson,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SamsonDarrell_Lib.jpg
Brampton-Centre,Ontario,Ind.,2019-10-21 00:00:00,2021-09-19 23:59:59,Ramesh Sangha,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SanghaRamesh_Lib.jpg
Surrey-Centre,Colombie-Britannique,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Randeep Sarai,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SaraiRandeep_Lib.jpg
Markham—Unionville,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Bob Saroya,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SaroyaBob_CPC.jpg
Saint-Hyacinthe—Bagot,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Simon-Pierre Savard-Tremblay,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SidhuSonia_Lib.jpg
Lac-Saint-Louis,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Francis Scarpaleggia,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ScarpaleggiaFrancis_Lib.jpg
Regina—Qu'Appelle,Saskatchewan,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Andrew Scheer,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ScheerAndrew_CPC.jpg
Vaudreuil—Soulanges,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Peter Schiefke,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/KentPeter_CPC.jpg
Haliburton—Kawartha Lakes—Brock,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Jamie Schmale,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SchmaleJamie_CPC.jpg
Dufferin—Caledon,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Kyle Seeback,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SeebackKyle_CPC.jpg
Nickel Belt,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Marc Serré,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MillerMarc_Lib.jpg
Sault Ste. Marie,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Terry Sheehan,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DuguidTerry_Lib.jpg
Bow River,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Martin Shields,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChampouxMartin_BQ.jpg
Barrie—Springwater—Oro-Medonte,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Doug Shipley,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ShipleyDoug_CPC.jpg
Brampton-Est,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Maninder Sidhu,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SidhuManinder_Lib.jpg
Mississauga—Streetsville,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Gagan Sikand,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SikandGagan_Lib.jpg
Jonquière,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Mario Simard,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BeaulieuMario_BQ.jpg
Coast of Bays—Central—Notre Dame,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Scott Simms,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/OReganSeamus_Lib.jpg
Burnaby-Sud,Colombie-Britannique,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Jagmeet Singh,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SinghJagmeet_NDP.jpg
Hastings—Lennox and Addington,Ontario,Ind.,2019-10-21 00:00:00,2021-09-19 23:59:59,Derek Sloan,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SloanDerek_CPC.jpg
Vaughan—Woodbridge,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Francesco Sorbara,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SorbaraFrancesco_Lib.jpg
Yellowhead,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Gerald Soroka,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SorokaGerald_CPC.jpg
Mississauga—Lakeshore,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Sven Spengemann,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DhaliwalSukh_Lib.jpg
Simcoe-Nord,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Bruce Stanton,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/StantonBruce_CPC.jpg
Regina—Lewvan,Saskatchewan,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Warren Steinley,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SteinleyWarren_CPC.jpg
Joliette,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Gabriel Ste-Marie,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SteMarieGabriel_BQ.jpg
Chilliwack—Hope,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Mark Strahl,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HollandMark_Lib.jpg
Flamborough—Glanbrook,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,David Sweet,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SweetDavid_CPC.jpg
Kitchener-Sud—Hespeler,Ontario,Ind.,2019-10-21 00:00:00,2021-09-19 23:59:59,Marwan Tabbara,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MorantzMarty_CPC.jpg
Montcalm,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Luc Thériault,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ThériaultLuc_BQ.jpg
La Prairie,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Alain Therrien,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/TherrienAlain_BQ.jpg
Saskatoon—University,Saskatchewan,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Corey Tochor,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/TochorCorey_CPC.jpg
Papineau,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Justin Trudeau,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/TrudeauJustin_LIB.jpg
Longueuil—Saint-Hubert,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Denis Trudel,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/TrudelDenis_BQ.jpg
Whitby,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Ryan Turnbull,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WilliamsRyan_CPC.jpg
Edmonton Mill Woods,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Tim Uppal,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LouisTim_Lib.jpg
Newmarket—Aurora,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Tony Van Bynen,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VanBynenTony_Lib.jpg
Milton,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Adam van Koeverden,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/vanKoeverdenAdam_Lib.jpg
Langley—Aldergrove,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Tako Van Popta,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/HarveyTJ_Lib.jpg
Saint-Boniface—Saint-Vital,Manitoba,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Dan Vandal,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VandalDan_Lib.jpg
Spadina—Fort York,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Adam Vaughan,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/VaughanAdam_Lib.jpg
Desnethé—Missinippi—Rivière Churchill,Saskatchewan,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Gary Vidal,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VidalGary_CPC.jpg
Peace River—Westlock,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Arnold Viersen,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ViersenArnold_CPC.jpg
Parkdale—High Park,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Arif Virani,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ViraniArif_Lib.jpg
Mission—Matsqui—Fraser Canyon,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Brad Vis,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VisBrad_CPC.jpg
Grande Prairie—Mackenzie,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Chris Warkentin,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WarkentinChris_CPC.jpg
Saskatoon—Grasswood,Saskatchewan,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Kevin Waugh,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WaughKevin_CPC.jpg
Calgary Confederation,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Len Webber,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WebberLen_CPC.jpg
West Vancouver—Sunshine Coast—Sea to Sky Country,Colombie-Britannique,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Patrick Weiler,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LattanzioPatricia_Lib.jpg
North Vancouver,Colombie-Britannique,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Jonathan Wilkinson,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WilkinsonJonathan_Lib.jpg
Nouveau-Brunswick-Sud-Ouest,Provinces maritimes,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,John Williamson,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WilliamsonJohn_CPC.jpg
Fort McMurray—Cold Lake,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,David Yurdiga,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/YurdigaDavid_CPC.jpg
Prince George—Peace River—Northern Rockies,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Bob Zimmer,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ZimmerBob_CPC.jpg
Pierrefonds—Dollard,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Sameer Zuberi,H,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DavidsonScot_CPC.jpg
Aurora—Oak Ridges—Richmond Hill,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Leona Alleslev,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/AlleslevLeona_CPC.jpg
Oakville,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Anita Anand,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AnandAnita_Lib.jpg
Churchill—Keewatinook Aski,Manitoba,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Niki Ashton,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/DiIorioNicola_Lib.jpg
Fredericton,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Jenica Atwin,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AtwinJenica_Lib.jpg
Outremont,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Rachel Bendayan,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BendayanRachel_Lib.jpg
Toronto—St. Paul's,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Carolyn Bennett,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DesbiensCaroline_BQ.jpg
Portage—Lisgar,Manitoba,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Candice Bergen,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BergenCandice_CPC.jpg
Abitibi—Baie-James—Nunavik—Eeyou,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Sylvie Bérubé,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SpengemannSven_Lib.jpg
Brome—Missisquoi,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Lyne Bessette,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BessetteLyne_Lib.jpg
Compton—Stanstead,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Marie-Claude Bibeau,F,43,https://cdn-icons-png.flaticon.com/512/1/1247.png
North Island—Powell River,Colombie-Britannique,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Rachel Blaney,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BlaneyRachel_NDP.jpg
Sentier Carlton—Eagle Creek,Saskatchewan,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Kelly Block,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BlockKelly_CPC.jpg
Sherbrooke,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Élisabeth Brière,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BrièreÉlisabeth_Lib.jpg
Thérèse-De Blainville,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Louise Chabot,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChabotLouise_BQ.jpg
Waterloo,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Bardish Chagger,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChaggerBardish_Lib.jpg
Trois-Rivières,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Louise Charbonneau,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/CharbonneauLouise_BQ.jpg
Victoria,Colombie-Britannique,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Laurel Collins,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CollinsLaurel_NDP.jpg
Toronto—Danforth,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Julie Dabrusin,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DabrusinJulie_Lib.jpg
Oakville-Nord—Burlington,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Pam Damoff,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RodriguezPablo_Lib.jpg
Kildonan—St. Paul,Manitoba,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Raquel Dancho,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DanchoRaquel_CPC.jpg
Salaberry—Suroît,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Claude DeBellefeuille,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DeBellefeuilleClaude_BQ.jpg
Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Caroline Desbiens,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HughesCarol_NDP.jpg
Dorval—Lachine—LaSalle,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Anju Dhillon,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DhillonAnju_Lib.jpg
Etobicoke-Nord,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Kirsty Duncan,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DuncanKirsty_Lib.jpg
Davenport,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Julie Dzerowicz,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DzerowiczJulie_Lib.jpg
Battlefords—Lloydminster,Saskatchewan,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Rosemarie Falk,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SahotaRuby_Lib.jpg
Surrey-Sud—White Rock,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Kerry-Lynne Findlay,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FindlayKerryLynne_CPC.jpg
Haldimand—Norfolk,Ontario,PCC,2019-10-21 00:00:00,2021-05-11 15:50:00,Diane Finley,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/FinleyDiane_CPC.jpg
Ottawa—Vanier,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Mona Fortier,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LakeMike_CPC.jpg
University—Rosedale,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Chrystia Freeland,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FreelandChrystia_Lib.jpg
Vancouver-Centre,Colombie-Britannique,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Hedy Fry,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FryHedy_Lib.jpg
Renfrew—Nipissing—Pembroke,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Cheryl Gallant,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AngusCharlie_NDP.jpg
Laurentides—Labelle,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Marie-Hélène Gaudreau,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LalondeMarieFrance_Lib.jpg
Winnipeg-Centre,Manitoba,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Leah Gazan,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GazanLeah_NDP.jpg
